ENSG00000013503	"Hsap38.chr12.106472371.106475922.-"
ENSG00000198216	"Hsap38.chr1.181553125.181553724.-"
ENSG00000235823	"Hsap38.chr10.100385636.100386523.+"
ENSG00000185053	"Hsap38.chr8.14402069.14403514.-"
ENSG00000223552	"Hsap38.chr3.46389740.46390600.-"
ENSG00000180438	"Hsap38.chr3.13957787.13960210.-"
ENSG00000187871	"Hsap38.chr6.55364117.55365832.-"
ENSG00000258790	"Hsap38.chr14.35175614.35177134.-"
ENSG00000064999	"Hsap38.chr6.35003216.35003527.+"
ENSG00000174448	"Hsap38.chr18.54351389.54351727.-"
ENSG00000231205	"Hsap38.chr19.20369285.20371309.+"
ENSG00000269043	"Hsap38.chr19.20506810.20507571.-"
ENSG00000228111	"Hsap38.chr2.208218368.208218919.-"
ENSG00000081842	"Hsap38.chr5.140897949.140899613.-"
ENSG00000163564	"Hsap38.chr1.158954697.158958041.+"
ENSG00000250120	"Hsap38.chr5.140897949.140899613.-"
ENSG00000135541	"Hsap38.chr6.135365687.135366034.-"
ENSG00000119965	"Hsap38.chr10.122942471.122943025.+"
ENSG00000255364	"Hsap38.chr8.122425519.122425899.-"
ENSG00000004864	"Hsap38.chr7.96291897.96292508.+"
ENSG00000270619	"Hsap38.chrX.118278506.118279336.-"
ENSG00000230510	"Hsap38.chr19.46569025.46569516.+"
ENSG00000149090	"Hsap38.chr11.35445170.35445589.-"
ENSG00000139187	"Hsap38.chr12.8964942.8966528.+"
ENSG00000047662	"Hsap38.chr4.17732600.17733241.+"
ENSG00000284516	"Hsap38.chr4.82299388.82300185.-"
ENSG00000144339	"Hsap38.chr2.192132923.192133312.+"
ENSG00000170396	"Hsap38.chr2.184923352.184923873.-"
ENSG00000145996	"Hsap38.chr6.20592651.20593328.-"
ENSG00000234172	"Hsap38.chr2.183915231.183916370.-"
ENSG00000138670	"Hsap38.chr4.81534508.81536796.+"
ENSG00000147485	"Hsap38.chr8.51639365.51641242.+"
ENSG00000224141	"Hsap38.chr21.18563897.18564580.-"
ENSG00000249867	"Hsap38.chr11.29046935.29047834.-"
ENSG00000231887	"Hsap38.chr12.11111557.11112822.+"
ENSG00000106086	"Hsap38.chr7.30096273.30096614.-"
ENSG00000140006	"Hsap38.chr14.63635503.63635949.+"
ENSG00000183340	"Hsap38.chr11.96407049.96408617.-"
ENSG00000153823	"Hsap38.chr2.228853676.228854440.+"
ENSG00000036565	"Hsap38.chr8.20157404.20158147.+"
ENSG00000183722	"Hsap38.chr13.39592961.39593347.+"
ENSG00000151779	"Hsap38.chr2.15443144.15444652.+"
ENSG00000235244	"Hsap38.chrX.115922925.115923239.-"
ENSG00000253103	"Hsap38.chr8.111171444.111172127.+"
ENSG00000198478	"Hsap38.chr6.79692296.79693876.-"
ENSG00000087053	"Hsap38.chr11.95872401.95872943.-"
ENSG00000235437	"Hsap38.chrX.63361592.63362524.-"
ENSG00000177675	"Hsap38.chr12.7424059.7424688.+"
ENSG00000008277	"Hsap38.chr7.87951389.87953056.-"
ENSG00000008517	"Hsap38.chr16.3079512.3080111.-"
ENSG00000077514	"Hsap38.chr11.74526909.74528915.-"
ENSG00000274317	"Hsap38.chr13.37952289.37952774.-"
ENSG00000169302	"Hsap38.chr5.147257541.147257942.-"
ENSG00000231846	"Hsap38.chrX.22441821.22442309.+"
ENSG00000267509	"Hsap38.chr19.28091243.28091785.+"
ENSG00000215126	"Hsap38.chr9.41153219.41154793.+"
ENSG00000184166	"Hsap38.chr17.3101332.3101739.+"
ENSG00000226113	"Hsap38.chr10.38264380.38265720.+"
ENSG00000197977	"Hsap38.chr6.10986232.10987200.-"
ENSG00000167323	"Hsap38.chr11.3898209.3899900.-"
ENSG00000254998	"Hsap38.chr11.105342220.105342576.-"
ENSG00000078295	"Hsap38.chr5.7605752.7606177.-"
ENSG00000068745	"Hsap38.chr3.48726583.48727155.-"
ENSG00000248498	"Hsap38.chr8.46629418.46630998.-"
ENSG00000215256	"Hsap38.chr14.23980575.23980949.+"
ENSG00000283585	"Hsap38.chr7.106834546.106835460.+"
ENSG00000112685	"Hsap38.chr6.663627.663974.+"
ENSG00000168675	"Hsap38.chr18.13344902.13345744.-"
ENSG00000133138	"Hsap38.chrX.106827821.106828948.+"
ENSG00000269437	"Hsap38.chrX.102418500.102420260.-"
ENSG00000277215	"Hsap38.chrX.141566734.141567777.-"
ENSG00000134909	"Hsap38.chr11.129171977.129172519.-"
ENSG00000106772	"Hsap38.chr9.76672679.76674565.+"
ENSG00000164327	"Hsap38.chr5.39037799.39038695.+"
ENSG00000213096	"Hsap38.chr19.24113485.24113910.+"
ENSG00000284800	"Hsap38.chrX.102418500.102420260.-"
ENSG00000133131	"Hsap38.chrX.106827821.106828948.+"
ENSG00000039600	"Hsap38.chr5.157663223.157663828.+"
ENSG00000229425	"Hsap38.chr21.15554165.15556672.+"
ENSG00000256288	"Hsap38.chr12.10335351.10335758.-"
ENSG00000132297	"Hsap38.chr8.132081081.132081500.-"
ENSG00000156958	"Hsap38.chr15.49358112.49359092.+"
ENSG00000204250	"Hsap38.chr9.102596650.102597039.-"
ENSG00000258417	"Hsap38.chr8.132081081.132081500.-"
ENSG00000205359	"Hsap38.chr5.102425067.102425495.+"
ENSG00000283554	"Hsap38.chr13.42426840.42430691.+"
ENSG00000171094	"Hsap38.chr2.29673962.29674876.-"
ENSG00000105851	"Hsap38.chr7.106899342.106899719.-"
ENSG00000136928	"Hsap38.chr9.98512109.98514196.+"
ENSG00000260866	"Hsap38.chr16.32411076.32411675.-"
ENSG00000122507	"Hsap38.chr7.33521967.33524765.-"
ENSG00000249395	"Hsap38.chr8.75280969.75283764.+"
ENSG00000104325	"Hsap38.chr8.90048207.90049196.+"
ENSG00000259240	"Hsap38.chr15.51174939.51178790.+"
ENSG00000198105	"Hsap38.chr10.37778742.37780307.+"
ENSG00000137869	"Hsap38.chr15.51283753.51284148.+"
ENSG00000145623	"Hsap38.chr5.38896254.38897117.-"
ENSG00000147854	"Hsap38.chr9.6457291.6457752.-"
ENSG00000173611	"Hsap38.chr9.125013542.125014384.+"
ENSG00000015676	"Hsap38.chr7.44422993.44423862.+"
ENSG00000226578	"Hsap38.chr10.37778742.37780307.+"
ENSG00000172985	"Hsap38.chr2.109309643.109311529.+"
ENSG00000256625	"Hsap38.chr12.27138967.27139512.-"
ENSG00000256226	"Hsap38.chr12.27116406.27117137.-"
ENSG00000166833	"Hsap38.chr11.19619984.19621153.-"
ENSG00000035499	"Hsap38.chr5.60618990.60620294.+"
ENSG00000245648	"Hsap38.chr12.10366443.10366883.+"
ENSG00000196247	"Hsap38.chr7.64685570.64686250.+"
ENSG00000271550	"Hsap38.chr7.64685570.64686250.+"
ENSG00000164749	"Hsap38.chr8.75444386.75448225.+"
ENSG00000224038	"Hsap38.chr9.39399715.39400656.+"
ENSG00000285472	"Hsap38.chr15.22071144.22074395.-"
ENSG00000284500	"Hsap38.chr15.22025882.22026658.-"
ENSG00000254300	"Hsap38.chr8.76438252.76439025.-"
ENSG00000274102	"Hsap38.chr15.22071144.22074395.-"
ENSG00000215244	"Hsap38.chr10.6289668.6290570.-"
ENSG00000030304	"Hsap38.chr9.110793873.110796908.+"
ENSG00000145703	"Hsap38.chr5.76436085.76436369.-"
ENSG00000176890	"Hsap38.chr18.663009.665432.-"
ENSG00000248150	"Hsap38.chr5.16422896.16423201.+"
ENSG00000100523	"Hsap38.chr14.53132168.53132962.+"
ENSG00000165509	"Hsap38.chrX.141886558.141887385.+"
ENSG00000225775	"Hsap38.chr6.9151111.9152064.+"
ENSG00000082126	"Hsap38.chr2.201672763.201673278.+"
ENSG00000122728	"Hsap38.chr9.32631428.32631838.-"
ENSG00000120053	"Hsap38.chr10.99415748.99416665.+"
ENSG00000234745	"Hsap38.chr6.31335048.31335614.-"
ENSG00000165449	"Hsap38.chr10.59660567.59661367.+"
ENSG00000285219	"Hsap38.chr6.9217814.9218920.+"
ENSG00000152578	"Hsap38.chr11.105957641.105958369.-"
ENSG00000072832	"Hsap38.chr4.5763281.5765959.-"
ENSG00000243193	"Hsap38.chr7.107105177.107105626.-"
ENSG00000232555	"Hsap38.chr2.172318510.172320417.+"
ENSG00000005249	"Hsap38.chr7.107105177.107105626.-"
ENSG00000133107	"Hsap38.chr13.37823901.37824782.-"
ENSG00000226310	"Hsap38.chrX.57124504.57125388.-"
ENSG00000285216	"Hsap38.chr6.8457926.8458633.-"
ENSG00000258451	"Hsap38.chr14.20703460.20704515.+"
ENSG00000065675	"Hsap38.chr10.6546519.6547202.-"
ENSG00000047936	"Hsap38.chr6.117333849.117334154.+"
ENSG00000197563	"Hsap38.chr18.62050083.62051252.-"
ENSG00000023697	"Hsap38.chr12.15945665.15947116.-"
ENSG00000253314	"Hsap38.chr8.46833416.46834192.+"
ENSG00000072840	"Hsap38.chr4.5763281.5765959.-"
ENSG00000225564	"Hsap38.chr9.103240431.103241477.+"
ENSG00000236819	"Hsap38.chr17.21078499.21078873.-"
ENSG00000251396	"Hsap38.chr8.60421176.60422420.-"
ENSG00000072415	"Hsap38.chr14.67329085.67329711.-"
ENSG00000231616	"Hsap38.chr9.83862399.83864789.-"
ENSG00000157542	"Hsap38.chr21.37776138.37776500.-"
ENSG00000144406	"Hsap38.chr2.209861039.209861455.-"
ENSG00000165115	"Hsap38.chr9.83862399.83864789.-"
ENSG00000267337	"Hsap38.chr18.44445452.44447449.+"
ENSG00000152127	"Hsap38.chr2.134209410.134212568.-"
ENSG00000144451	"Hsap38.chr2.213567453.213570227.-"
ENSG00000147650	"Hsap38.chr8.104525674.104526060.+"
ENSG00000250958	"Hsap38.chr5.102612159.102612824.-"
ENSG00000282218	"Hsap38.chr6.117333849.117334154.+"
ENSG00000100554	"Hsap38.chr14.67329085.67329711.-"
ENSG00000250682	"Hsap38.chr5.102612159.102612824.-"
ENSG00000152217	"Hsap38.chr18.45029588.45030523.-"
ENSG00000261873	"Hsap38.chr17.55503670.55505535.+"
ENSG00000151322	"Hsap38.chr14.33113416.33113892.-"
ENSG00000236319	"Hsap38.chr17.55556927.55557661.-"
ENSG00000139687	"Hsap38.chr13.48468582.48470753.+"
ENSG00000027001	"Hsap38.chr13.23783389.23783658.+"
ENSG00000232252	"Hsap38.chr13.86168708.86169202.-"
ENSG00000187772	"Hsap38.chr6.105047176.105048510.-"
ENSG00000169398	"Hsap38.chr8.140814269.140814766.+"
ENSG00000203809	"Hsap38.chr6.104872515.104873027.-"
ENSG00000128654	"Hsap38.chr2.176307683.176308420.-"
ENSG00000169946	"Hsap38.chr8.104741738.104743162.-"
ENSG00000154265	"Hsap38.chr17.69278758.69279261.+"
ENSG00000229536	"Hsap38.chr2.129843218.129843790.-"
ENSG00000197585	"Hsap38.chr2.214634150.214636294.-"
ENSG00000198121	"Hsap38.chr9.111026635.111026919.-"
ENSG00000237356	"Hsap38.chr14.53299899.53302457.-"
ENSG00000251003	"Hsap38.chr8.106027135.106027644.+"
ENSG00000189326	"Hsap38.chrX.143029191.143029718.-"
ENSG00000165730	"Hsap38.chr10.68866135.68866773.-"
ENSG00000120992	"Hsap38.chr8.54074572.54074952.+"
ENSG00000112977	"Hsap38.chr5.10718468.10719046.+"
ENSG00000248347	"Hsap38.chr8.47095579.47097165.-"
ENSG00000234338	"Hsap38.chr7.64835332.64836558.-"
ENSG00000139679	"Hsap38.chr13.48420166.48420879.+"
ENSG00000267696	"Hsap38.chr19.27644313.27646535.-"
ENSG00000131080	"Hsap38.chrX.66629138.66629479.+"
ENSG00000124496	"Hsap38.chr6.42285027.42285740.-"
ENSG00000087274	"Hsap38.chr4.2918502.2918888.-"
ENSG00000254838	"Hsap38.chr11.6730081.6732291.+"
ENSG00000261824	"Hsap38.chr19.27709184.27710125.-"
ENSG00000267575	"Hsap38.chr19.27863931.27864914.-"
ENSG00000267623	"Hsap38.chr19.27945282.27945905.-"
ENSG00000266977	"Hsap38.chr19.27863931.27864914.-"
ENSG00000272635	"Hsap38.chr19.27863931.27864914.-"
ENSG00000232636	"Hsap38.chr13.87438293.87438721.+"
ENSG00000228824	"Hsap38.chr13.87438293.87438721.+"
ENSG00000220586	"Hsap38.chr6.39993687.39994322.-"
ENSG00000236088	"Hsap38.chr17.13972448.13972843.+"
ENSG00000145730	"Hsap38.chr5.102883461.102883988.-"
ENSG00000107099	"Hsap38.chr9.231836.233944.-"
ENSG00000164597	"Hsap38.chr7.107536049.107536699.+"
ENSG00000091947	"Hsap38.chr17.44021168.44021506.-"
ENSG00000112182	"Hsap38.chr6.90057854.90059524.+"
ENSG00000121895	"Hsap38.chr4.39009353.39010033.+"
ENSG00000204837	"Hsap38.chr9.40033588.40035507.+"
ENSG00000128829	"Hsap38.chr15.39984735.39985157.-"
ENSG00000189252	"Hsap38.chrX.143513584.143514318.+"
ENSG00000284116	"Hsap38.chr9.40033588.40035507.+"
ENSG00000227303	"Hsap38.chrX.143513584.143514318.+"
ENSG00000112701	"Hsap38.chr6.75684200.75685003.-"
ENSG00000196301	"Hsap38.chr6.32469383.32469904.-"
ENSG00000205038	"Hsap38.chr8.109511766.109513355.-"
ENSG00000228136	"Hsap38.chr9.40147963.40149393.-"
ENSG00000141179	"Hsap38.chr17.55790005.55790934.+"
ENSG00000283582	"Hsap38.chr12.22133846.22134673.+"
ENSG00000205485	"Hsap38.chr7.76562624.76563487.-"
ENSG00000111728	"Hsap38.chr12.22138772.22141726.+"
ENSG00000068383	"Hsap38.chr10.132673322.132673867.-"
ENSG00000245849	"Hsap38.chr15.40687070.40687438.-"
ENSG00000283415	"Hsap38.chr11.6908416.6909183.+"
ENSG00000149054	"Hsap38.chr11.6950196.6952790.-"
ENSG00000124491	"Hsap38.chr6.6296129.6298813.-"
ENSG00000229391	"Hsap38.chr6.32560004.32561005.-"
ENSG00000128918	"Hsap38.chr15.58128116.58131541.+"
ENSG00000250903	"Hsap38.chr6.2417993.2421841.-"
ENSG00000266893	"Hsap38.chr19.28607443.28608429.+"
ENSG00000172554	"Hsap38.chr2.1285778.1286485.-"
ENSG00000119778	"Hsap38.chr2.23906738.23907688.+"
ENSG00000075407	"Hsap38.chr10.38109195.38109566.+"
ENSG00000144452	"Hsap38.chr2.215093452.215094339.+"
ENSG00000116127	"Hsap38.chr2.73480308.73482470.-"
ENSG00000237152	"Hsap38.chr13.50832842.50833423.+"
ENSG00000223813	"Hsap38.chr7.29531970.29532827.+"
ENSG00000260644	"Hsap38.chr16.32775936.32778083.-"
ENSG00000100526	"Hsap38.chr14.54403360.54403929.-"
ENSG00000132294	"Hsap38.chr8.131963527.131964609.+"
ENSG00000152214	"Hsap38.chr18.42995506.42995946.+"
ENSG00000250267	"Hsap38.chr8.109304798.109305316.+"
ENSG00000283907	"Hsap38.chr19.35572395.35573414.-"
ENSG00000173041	"Hsap38.chr7.64532795.64533778.+"
ENSG00000232310	"Hsap38.chr6.134602673.134603158.-"
ENSG00000285467	"Hsap38.chr14.24011740.24013116.-"
ENSG00000187630	"Hsap38.chr14.23980575.23980949.+"
ENSG00000187164	"Hsap38.chr10.117080822.117083008.-"
ENSG00000228296	"Hsap38.chrY.25094719.25095192.-"
ENSG00000213967	"Hsap38.chr19.23941015.23941488.-"
ENSG00000183230	"Hsap38.chr10.67639039.67641099.+"
ENSG00000120526	"Hsap38.chr8.109304798.109305316.+"
ENSG00000269289	"Hsap38.chr19.23941015.23941488.-"
ENSG00000173612	"Hsap38.chr6.116820281.116820967.+"
ENSG00000243797	"Hsap38.chr7.106713252.106714907.+"
ENSG00000270533	"Hsap38.chr21.10047086.10047724.+"
ENSG00000148408	"Hsap38.chr9.137943048.137943491.-"
ENSG00000141447	"Hsap38.chr18.24296252.24296818.-"
ENSG00000169933	"Hsap38.chrX.12475083.12476330.+"
ENSG00000253773	"Hsap38.chr8.95552820.95555495.-"
ENSG00000223885	"Hsap38.chr8.7280144.7280587.+"
ENSG00000249005	"Hsap38.chr8.7272522.7272947.+"
ENSG00000102383	"Hsap38.chrX.75511497.75513155.+"
ENSG00000109323	"Hsap38.chr4.102698053.102700737.-"
ENSG00000196597	"Hsap38.chr9.96824508.96825866.+"
ENSG00000283945	"Hsap38.chr9.27255117.27255836.+"
ENSG00000138286	"Hsap38.chr10.73214307.73214624.-"
ENSG00000132970	"Hsap38.chr13.26632148.26632777.-"
ENSG00000113273	"Hsap38.chr5.78868758.78872009.+"
ENSG00000253417	"Hsap38.chr5.160934057.160934779.-"
ENSG00000092978	"Hsap38.chr1.217440255.217440548.+"
ENSG00000111850	"Hsap38.chr6.87325054.87325479.-"
ENSG00000138101	"Hsap38.chr2.25393125.25393655.+"
ENSG00000089916	"Hsap38.chr14.76239591.76240004.+"
ENSG00000156140	"Hsap38.chr4.72477089.72480052.+"
ENSG00000260192	"Hsap38.chr5.125359883.125361397.-"
ENSG00000216937	"Hsap38.chr10.32561228.32562622.+"
ENSG00000135842	"Hsap38.chr1.184848525.184850723.+"
ENSG00000230333	"Hsap38.chr7.11510173.11510826.+"
ENSG00000250026	"Hsap38.chr4.68203597.68204718.+"
ENSG00000079841	"Hsap38.chr6.72110013.72110891.-"
ENSG00000069535	"Hsap38.chrX.43783014.43783343.+"
ENSG00000134853	"Hsap38.chr4.54246812.54247555.+"
ENSG00000132554	"Hsap38.chr8.100033768.100034808.+"
ENSG00000137198	"Hsap38.chr6.16261437.16261823.-"
ENSG00000283380	"Hsap38.chrX.21342708.21344294.+"
ENSG00000188629	"Hsap38.chr19.9364042.9364422.-"
ENSG00000196335	"Hsap38.chr7.23775350.23775913.-"
ENSG00000197006	"Hsap38.chr16.21633189.21633608.-"
ENSG00000248079	"Hsap38.chr15.35641454.35641777.+"
ENSG00000196268	"Hsap38.chr19.21414480.21415589.-"
ENSG00000249731	"Hsap38.chr5.1968590.1971232.+"
ENSG00000198865	"Hsap38.chr5.42764437.42764757.+"
ENSG00000131951	"Hsap38.chr14.59947972.59949267.-"
ENSG00000144278	"Hsap38.chr2.154020313.154021986.-"
ENSG00000258553	"Hsap38.chr14.60077166.60077570.+"
ENSG00000183625	"Hsap38.chr3.46248732.46249139.-"
ENSG00000055813	"Hsap38.chr2.56320311.56321384.+"
ENSG00000229618	"Hsap38.chr7.13269312.13271336.-"
ENSG00000236660	"Hsap38.chr8.7558894.7559337.-"
ENSG00000073849	"Hsap38.chr3.187053649.187054437.-"
ENSG00000251620	"Hsap38.chr4.97426424.97427023.-"
ENSG00000213047	"Hsap38.chr1.197710752.197713265.+"
ENSG00000257454	"Hsap38.chr12.71101246.71103069.+"
ENSG00000206549	"Hsap38.chr3.46783802.46787176.-"
ENSG00000284672	"Hsap38.chr3.46783802.46787176.-"
ENSG00000130340	"Hsap38.chr6.157736771.157737280.-"
ENSG00000250039	"Hsap38.chr4.22148922.22151516.+"
ENSG00000251199	"Hsap38.chr4.134295172.134295732.+"
ENSG00000236320	"Hsap38.chr17.35551263.35551904.+"
ENSG00000205045	"Hsap38.chr17.35527431.35527979.+"
ENSG00000228437	"Hsap38.chr1.221975593.221975934.-"
ENSG00000238042	"Hsap38.chr1.221950694.221951176.+"
ENSG00000008405	"Hsap38.chr12.107083525.107083917.+"
ENSG00000237001	"Hsap38.chr13.26632148.26632777.-"
ENSG00000025796	"Hsap38.chr6.107888458.107888982.-"
ENSG00000102466	"Hsap38.chr13.102156179.102156886.+"
ENSG00000065618	"Hsap38.chr10.104068457.104069542.+"
ENSG00000285280	"Hsap38.chr1.192504219.192506393.+"
ENSG00000228252	"Hsap38.chr3.130239878.130240414.-"
ENSG00000284620	"Hsap38.chr8.7157167.7157949.-"
ENSG00000253490	"Hsap38.chr8.29762415.29763893.+"
ENSG00000248588	"Hsap38.chr5.92826861.92827241.+"
ENSG00000271270	"Hsap38.chr3.129902230.129903138.+"
ENSG00000138709	"Hsap38.chr4.128216910.128218691.+"
ENSG00000233895	"Hsap38.chr20.19804267.19804656.-"
ENSG00000189283	"Hsap38.chr3.61213113.61215482.+"
ENSG00000282024	"Hsap38.chr6.16261437.16261823.-"
ENSG00000236780	"Hsap38.chr2.67191795.67192322.-"
ENSG00000248555	"Hsap38.chr5.90241986.90243500.+"
ENSG00000230645	"Hsap38.chr2.150195938.150196390.+"
ENSG00000073803	"Hsap38.chr3.185375478.185375942.-"
ENSG00000090266	"Hsap38.chr7.140710042.140710995.-"
ENSG00000213931	"Hsap38.chr11.5414637.5416586.+"
ENSG00000168615	"Hsap38.chr8.39067604.39068107.-"
ENSG00000168619	"Hsap38.chr8.39712390.39712737.+"
ENSG00000172752	"Hsap38.chr3.130449224.130451173.-"
ENSG00000042781	"Hsap38.chr1.215802945.215804468.+"
ENSG00000228372	"Hsap38.chrX.135061520.135062158.+"
ENSG00000102781	"Hsap38.chr13.30245159.30245758.+"
ENSG00000242545	"Hsap38.chr3.59493411.59494016.+"
ENSG00000144366	"Hsap38.chr2.188391298.188391831.-"
ENSG00000231689	"Hsap38.chr2.188125651.188129316.+"
ENSG00000164989	"Hsap38.chr9.15631791.15632834.+"
ENSG00000204217	"Hsap38.chr2.202498452.202499777.+"
ENSG00000230212	"Hsap38.chr21.36106276.36106554.+"
ENSG00000235703	"Hsap38.chrX.150133765.150134850.+"
ENSG00000228290	"Hsap38.chr6.84702953.84703408.+"
ENSG00000170417	"Hsap38.chr2.102874242.102876236.-"
ENSG00000226383	"Hsap38.chr2.156079854.156080885.-"
ENSG00000197171	"Hsap38.chr6.29277460.29278488.+"
ENSG00000147613	"Hsap38.chr8.86078156.86078866.+"
ENSG00000242029	"Hsap38.chr3.109761796.109763928.+"
ENSG00000187037	"Hsap38.chr7.37806496.37807047.-"
ENSG00000151468	"Hsap38.chr10.13032222.13033040.+"
ENSG00000170074	"Hsap38.chr5.177774208.177778053.+"
ENSG00000112584	"Hsap38.chr6.170336842.170337219.-"
ENSG00000120549	"Hsap38.chr10.23893580.23895322.+"
ENSG00000099715	"Hsap38.chrY.5606390.5610238.-"
ENSG00000167346	"Hsap38.chr11.4934950.4936452.-"
ENSG00000214900	"Hsap38.chr14.50077608.50079431.+"
ENSG00000166960	"Hsap38.chr18.33278893.33279717.+"
ENSG00000239389	"Hsap38.chr5.140897949.140899613.-"
ENSG00000227400	"Hsap38.chr2.153435639.153436808.-"
ENSG00000018236	"Hsap38.chr12.41040477.41041862.-"
ENSG00000165487	"Hsap38.chr13.21554790.21555806.+"
ENSG00000033178	"Hsap38.chr4.67656511.67657269.+"
ENSG00000003147	"Hsap38.chr7.8242860.8243621.+"
ENSG00000184719	"Hsap38.chr10.88351987.88352970.-"
ENSG00000172671	"Hsap38.chr10.45669393.45670328.+"
ENSG00000240661	"Hsap38.chr3.120374250.120376589.-"
ENSG00000137634	"Hsap38.chr11.114590758.114591405.+"
ENSG00000280561	"Hsap38.chr10.125716555.125716974.-"
ENSG00000224023	"Hsap38.chr10.125716555.125716974.-"
ENSG00000107643	"Hsap38.chr10.48332007.48332522.-"
ENSG00000204084	"Hsap38.chr1.37911125.37911955.+"
ENSG00000236817	"Hsap38.chr1.247631520.247632065.-"
ENSG00000108582	"Hsap38.chr17.30439629.30441803.-"
ENSG00000187676	"Hsap38.chr13.31304351.31308124.+"
ENSG00000144455	"Hsap38.chr3.3965038.3968889.+"
ENSG00000280809	"Hsap38.chr10.25718979.25719419.+"
ENSG00000083535	"Hsap38.chr13.72830063.72830557.-"
ENSG00000149403	"Hsap38.chr11.120762558.120763034.-"
ENSG00000151882	"Hsap38.chr5.43406370.43406624.+"
ENSG00000132196	"Hsap38.chr1.162808597.162809292.-"
ENSG00000229855	"Hsap38.chr5.121274973.121275524.+"
ENSG00000158636	"Hsap38.chr11.76485317.76485733.+"
ENSG00000121904	"Hsap38.chr1.34094366.34096924.+"
ENSG00000240254	"Hsap38.chr3.119271178.119271720.+"
ENSG00000204149	"Hsap38.chr10.49999514.49999831.+"
ENSG00000021574	"Hsap38.chr2.32102410.32102976.-"
ENSG00000176040	"Hsap38.chr3.112068676.112069233.-"
ENSG00000164494	"Hsap38.chr6.107164987.107166303.-"
ENSG00000164411	"Hsap38.chr6.87304328.87305119.+"
ENSG00000237187	"Hsap38.chr5.93445821.93446519.+"
ENSG00000255109	"Hsap38.chr11.42209309.42209791.+"
ENSG00000255300	"Hsap38.chr11.42123084.42123623.+"
ENSG00000186073	"Hsap38.chr15.36683862.36684572.-"
ENSG00000185385	"Hsap38.chr19.14885125.14885502.+"
ENSG00000254536	"Hsap38.chr10.133417316.133417753.+"
ENSG00000268364	"Hsap38.chr9.70199622.70202561.-"
ENSG00000148948	"Hsap38.chr11.40586009.40589533.-"
ENSG00000280580	"Hsap38.chr13.68892524.68892784.-"
ENSG00000177058	"Hsap38.chr5.55753192.55755171.-"
ENSG00000184226	"Hsap38.chr13.66739903.66742554.+"
ENSG00000124467	"Hsap38.chr19.42806037.42808370.-"
ENSG00000215018	"Hsap38.chr7.7467055.7470855.+"
ENSG00000226159	"Hsap38.chr10.89933312.89934043.-"
ENSG00000267419	"Hsap38.chr19.19784995.19785255.-"
ENSG00000284294	"Hsap38.chr22.18943304.18946927.+"
ENSG00000121335	"Hsap38.chr12.11419904.11420524.+"
ENSG00000138311	"Hsap38.chr10.62603451.62605775.-"
ENSG00000225760	"Hsap38.chr13.110970035.110970640.+"
ENSG00000180116	"Hsap38.chr12.39836397.39838283.+"
ENSG00000166326	"Hsap38.chr11.35706635.35707528.+"
ENSG00000048471	"Hsap38.chr16.12071955.12073556.-"
ENSG00000163683	"Hsap38.chr4.39593237.39593677.+"
ENSG00000143952	"Hsap38.chr2.63929765.63931189.+"
ENSG00000101938	"Hsap38.chrX.110766961.110767605.+"
ENSG00000132010	"Hsap38.chr19.12100444.12101031.-"
ENSG00000224789	"Hsap38.chr2.120185680.120187620.+"
ENSG00000254532	"Hsap38.chr11.30063137.30064045.-"
ENSG00000157600	"Hsap38.chrX.110090928.110093687.-"
ENSG00000139117	"Hsap38.chr12.38802681.38803784.+"
ENSG00000189045	"Hsap38.chr5.75644391.75648044.+"
ENSG00000228430	"Hsap38.chr9.82771155.82772153.-"
ENSG00000249476	"Hsap38.chr5.109261349.109265197.+"
ENSG00000214944	"Hsap38.chr5.73875932.73877980.-"
ENSG00000091428	"Hsap38.chr2.172876312.172876896.-"
ENSG00000186487	"Hsap38.chr2.2201942.2203168.+"
ENSG00000145779	"Hsap38.chr5.119296294.119298162.-"
ENSG00000141337	"Hsap38.chr17.68409358.68410713.-"
ENSG00000241015	"Hsap38.chr19.53437745.53438155.-"
ENSG00000183878	"Hsap38.chrY.13340353.13340925.+"
ENSG00000100578	"Hsap38.chr14.58529789.58530229.+"
ENSG00000254813	"Hsap38.chr8.12807787.12808707.+"
ENSG00000223685	"Hsap38.chr13.38069149.38070186.+"
ENSG00000111860	"Hsap38.chr6.118622600.118623472.+"
ENSG00000215386	"Hsap38.chr21.16151173.16153422.-"
